БЕ,Дата транзакции,Сумма в RUB
6,2020-03-25,-5048762.687898089
6,2020-04-01,-51845.82165605095
6,2020-04-08,-5010.617834394904
6,2020-04-15,-110117.45859872611
6,2020-04-22,-5232983.891719745
6,2020-04-29,-302459.5286624204
6,2020-05-06,-41925.96815286624
6,2020-05-13,-122470.09554140126
6,2020-05-20,-2075490.2929936303
6,2020-05-27,-3691964.146496815
6,2020-06-03,-143815.5668789809
6,2020-06-17,-348006.8152866242
6,2020-06-25,-5251461.49044586
6,2020-07-08,-41925.96815286624
6,2020-07-15,-133551.19108280254
6,2020-07-22,-5059332.082802548
6,2020-07-29,-227371.64968152865
6,2020-08-12,-96315.84076433121
6,2020-08-19,-253267.32484076434
6,2020-08-26,-4707970.4522293
6,2020-09-02,-4038.216560509554
6,2020-09-09,-17008.101910828027
6,2020-09-16,-176482.87898089172
6,2020-09-23,-4533061.770700637
6,2020-09-30,-5010.617834394904
6,2020-10-07,-8585.987261146496
6,2020-10-14,-140311.66878980893
6,2020-10-21,-3076433.121019108
6,2020-10-28,-3274442.535031847
6,2020-11-05,-6945.222929936305
6,2020-11-11,-143594.4585987261
6,2020-11-18,-316170.2866242038
6,2020-11-25,-4857611.649681528
6,2020-12-02,-1783.4394904458597
6,2020-12-09,-202909.6942675159
6,2020-12-16,-8341.146496815287
6,2020-12-23,-28727595.19745223
6,2020-12-30,-344147.75796178344
